search_term|displayLink|snippet|link|title|number
Ruth N. Lopez Turley+Rice|sociology.rice.edu|Turley, Ruth N. López. 2016. “Connecting Research and Policy to Reduce Inequality.” The Russell Sage Foundation Journal of the Social Sciences, 2(5): 272- ...|https://sociology.rice.edu/ruth-turley|Ruth Turley - Department of Sociology - Rice University|2
Ruth N. Lopez Turley+Rice|www.researchgate.net|Ruth N. López Turley's 23 research works with 921 citations and 7158 reads, including: Connecting Research and Policy to Reduce Inequality.|https://www.researchgate.net/scientific-contributions/2012962370_Ruth_N_Lopez_Turley|Ruth N. López Turley's research works  Rice University, TX and ...|3
Ruth N. Lopez Turley+Rice|www.aera100.net|Ruth N. López Turley is a professor of Sociology at Rice University, and her work aims to connect research and policy/practice. She founded the Houston ...|http://www.aera100.net/ruth-lopez-turley.html|Ruth Lopez Turley, Rice University|4
Ruth N. Lopez Turley+Rice|www.youtube.com|Nov 9, 2015 ... Ruth Lopez Turley discusses God, inequality and the longing for a father at the Veritas Forum at the University of New Mexico. Find this and ...|https://www.youtube.com/watch?v=0fhCW0StG5A|Rice professor, Ruth Lopez Turley, on God, inequality and the ...|5
Ruth N. Lopez Turley+Rice|twitter.com|I'm truly honored because @RiceKinderHERC is not just aiming to do good research, we're aiming to have an impact, and this recognition affirms that.|https://twitter.com/ruthlturley?lang=en|Ruth López Turley (@RuthLTurley)  Twitter|6
Ruth N. Lopez Turley+Rice|www.youtube.com|May 6, 2016 ... Connecting Research and Policy to Reduce Inequality The Center for the Study of Race & Equity in Education sponsors Penn GSE's Visiting ...|https://www.youtube.com/watch?v=CVs6ptEBo7g|Visiting Faculty Scholars of Color - Ruth N. López Turley - YouTube|7
Ruth N. Lopez Turley+Rice|www.jstor.org|Ruth N. López Turley is professor of sociology at Rice University, director of the Houston Education Research Consortium, and associate director of the Kinder ...|https://www.jstor.org/stable/10.7758/rsf.2016.2.5.13|Connecting Research and Policy to Reduce Inequality on JSTOR|8
Ruth N. Lopez Turley+Rice|unconventional.rice.edu|Long before Ruth Lopez Turley knew what sociology was, she was studying it. Growing up in Laredo, a town on the U.S.-Mexico border and one of the poorest in ...|https://unconventional.rice.edu/ruth-lopez-turley|Ruth Lopez Turley  Rice University  Unconventional Wisdom  Rice ...|9
Ruth N. Lopez Turley+Rice|onlinelibrary.wiley.com|Sep 29, 2010 ... Journal of Marriage and Family ... Ruth N. López Turley ... influence educational outcomes in potentially divergent and unanticipated directions.|https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-3737.2010.00771.x|Unanticipated Educational Consequences of a Positive Parent ...|10
Sam Wineburg+Stanford|ed.stanford.edu|Sam Wineburg is the Margaret Jacks Professor of Education and, by courtesy, of History & American Studies at Stanford University. Educated at Brown and ...|https://ed.stanford.edu/faculty/wineburg|Sam Wineburg  Stanford Graduate School of Education|1
Sam Wineburg+Stanford|profiles.stanford.edu|Sam Wineburg is the Margaret Jacks Professor of Education and, by courtesy, of History & American Studies at Stanford University. Educated at Brown and ...|https://profiles.stanford.edu/samuel-wineburg|Sam Wineburg's Profile  Stanford Profiles|2
Sam Wineburg+Stanford|sheg.stanford.edu|Sam Wineburg writes that The real question is how to create an informed citizenry in an age when we meet the world through a screen. Figuring this out is ...|https://sheg.stanford.edu/about/updates/2018/sam-wineburg-op-ed|Sam Wineburg Op-Ed  Stanford History Education Group|3
Sam Wineburg+Stanford|slate.com|Sep 18, 2018 ... For decades now, Sam Wineburg, a professor of education and history at Stanford, has been studying the way history is taught. His new book ...|https://slate.com/human-interest/2018/09/why-learn-history-sam-wineburg-history-class-failing.html|Sam Wineburg, Stanford history professor, on the problems with how ...|4
Sam Wineburg+Stanford|sheg.stanford.edu|Sam Wineburg, Mark Smith, and Joel Breakstone win the American Historical Association's William and Edwyna Gilbert Award for the best article in a journal on ...|https://sheg.stanford.edu/|Stanford History Education Group: Home|5
Sam Wineburg+Stanford|news.stanford.edu|Oct 24, 2017 ... “Historians sleuth for a living,” said Professor Sam Wineburg, founder of SHEG, who co-authored the report with doctoral student Sarah ...|https://news.stanford.edu/press-releases/2017/10/24/fact-checkers-ouline-information/|Stanford scholars observe 'experts' to see how they evaluate the ...|6
Sam Wineburg+Stanford|www.zinnedproject.org|Sep 25, 2018 ... Sam Wineburg, Margaret Jacks Professor of Education at Stanford University, recently published a new book, Why Learn History (When It's ...|https://www.zinnedproject.org/news/what-sam-wineburg-gets-wrong-about-teaching-aphus|What Sam Wineburg Gets Wrong About Teaching Howard Zinn's A ...|7
Sam Wineburg+Stanford|twitter.com|The latest Tweets from Sam Wineburg (@samwineburg). Margaret Jacks Professor of Education, and (by courtesy) History, Stanford University. RTs not ...|https://twitter.com/samwineburg?lang=en|Sam Wineburg (@samwineburg)  Twitter|8
Sam Wineburg+Stanford|history.stanford.edu|Margaret Jacks Professor of Education. Contact. Phone: (650) 725-4411. Email: wineburg@stanford.edu. About. About the Department. Academics.|https://history.stanford.edu/people/sam-wineburg|Sam Wineburg - Stanford History - Stanford University|9
Sam Wineburg+Stanford|historynewsnetwork.org|Apr 3, 2018 ... Sam Wineburg is the Margaret Jacks Professor of Education and of history (by courtesy) at Stanford University. Joel Breakstone is the executive ...|https://historynewsnetwork.org/article/168676|Stanford's Sam Wineburg takes historians to task for failing to ...|10
Sandra E. Black+Columbia (Economics)|sipa.columbia.edu|Sandra E. Black is Professor of Economics and International and Public Affairs at Columbia University. She received her B.A. from UC Berkeley and her Ph.D. in ...|https://sipa.columbia.edu/faculty-research/faculty-directory/sandra-e-black|Sandra E. Black - SIPA Columbia - Columbia University|1
Sandra E. Black+Columbia (Economics)|econ.columbia.edu|Sandra E. Black. Professor of Economics and International and Public Affairs. sblack@columbia.edu · 212-854-3676. Office Hours: Mondays 1:00-3:00. CV.|https://econ.columbia.edu/econpeople/sandra-e-black/|Sandra E. Black  Columbia  Economics|2
Sandra E. Black+Columbia (Economics)|www.sandraeblack.com|Professor, School of International and Public Affairs, Columbia University ... Affiliated Professor, Norwegian School of Business and Economics. Editor, Journal ...|http://www.sandraeblack.com/|Sandra E. Black – Professor of Economics and International and ...|3
Sandra E. Black+Columbia (Economics)|econ.columbia.edu|Apr 6, 2018 ... Sandra E. Black holds the Audre and Bernard Rapoport Centennial Chair in Economics and Public Affairs and is a Professor of Economics.|https://econ.columbia.edu/event/per-distinguished-lecture-sandra-black/|PER Distinguished Lecture: Sandra Black  Columbia  Economics|4
Sandra E. Black+Columbia (Economics)|www.iza.org|Sandra E. Black is Professor of Economics and International and Public Affairs at Columbia University. She received her B.A. from UC Berkeley and her...|https://www.iza.org/person/1137|Sandra E. Black  IZA - Institute of Labor Economics|5
Sandra E. Black+Columbia (Economics)|scholar.google.com|Sandra E. Black. Department of Economics, Columbia University. Verified email at ... SE Black. The quarterly journal of economics 114 (2), 577-599, 1999.|http://scholar.google.com/citations?user=j9E1FvMAAAAJ&hl=en|Sandra E. Black - Google Scholar Citations|6
Sandra E. Black+Columbia (Economics)|en.wikipedia.org|Sandra Eilene Black (born 1969) is a Professor of Economics and International and Public Affairs at Columbia University. ... The American economic review 86, no. 2 (1996): 263-267. Black, Sandra E., Paul J. Devereux, and Kjell G. Salvanes.|https://en.wikipedia.org/wiki/Sandra_Black_(economist)|Sandra Black (economist) - Wikipedia|7
Sandra E. Black+Columbia (Economics)|www.nber.org|Sandra E. Black. Department of Economics and. School of International and Public Affairs Columbia University 1022 International Affairs Building 420 West ...|https://www.nber.org/people/sandra_black|Sandra E. Black|8
Sandra E. Black+Columbia (Economics)|www.cesifo.org|Sandra E. Black. Columbia University. Department of Economics. 1022 IAB, 420 West ...|http://www.cesifo.org/en/node/43208|Professor Sandra E. Black  CESifo|9
Sandra E. Black+Columbia (Economics)|www.aeaweb.org|Chair: Sandra E. Black, Columbia University. Gender and the Dynamics of Economics Seminars. Alicia Modestino. ,. Northeastern University. Pascaline Dupas.|https://www.aeaweb.org/conference/2020/preliminary/1872|Gender and the Economics Profession|10
Sara Goldrick-Rab+Temple|education.temple.edu|Sara Goldrick-Rab is Professor of Higher Education Policy & Sociology at Temple University, and Founding Director of the Hope Center for College, Community, ...|https://education.temple.edu/about/faculty-staff/sara-goldrick-rab-tug64840|Sara Goldrick-Rab  Temple University College of Education|1
Sara Goldrick-Rab+Temple|saragoldrickrab.com|... Sociology at Temple University; Author of the award-winning book Paying the ... One clear influence on the Obama plan is a proposal by Sara Goldrick-Rab ...|http://saragoldrickrab.com/|Sara Goldrick-Rab|2
Sara Goldrick-Rab+Temple|en.wikipedia.org|Sara Youcha Goldrick-Rab is Professor of Higher Education Policy and Sociology at Temple University. A sociologist of higher education, Goldrick-Rab's ...|https://en.wikipedia.org/wiki/Sara_Goldrick-Rab|Sara Goldrick-Rab - Wikipedia|3
Sara Goldrick-Rab+Temple|twitter.com|The latest Tweets from Dr. Sara Goldrick-Rab (@saragoldrickrab). “I am no longer accepting the things I cannot change; I am changing the things I cannot accept ...|https://twitter.com/saragoldrickrab?lang=en|Dr. Sara Goldrick-Rab (@saragoldrickrab)  Twitter|4
Sara Goldrick-Rab+Temple|saragoldrickrab.com|Sara Goldrick-Rab is Professor of Higher Education Policy & Sociology at Temple University, and Founding Director of the Hope Center for College, Community, ...|https://saragoldrickrab.com/aboutsara/|Bio – Sara Goldrick-Rab|5
Sara Goldrick-Rab+Temple|technical.ly|Jul 15, 2019 ... Nearly half of U.S. college students surveyed by Sara Goldrick-Rab's ... That's the result of bad policy, says the Temple University professor and ...|https://technical.ly/philly/2019/07/15/college-is-creating-poverty-so-lets-make-it-free-temple-university-sara-goldrick-rab-tedxphiladelphia/|College is creating poverty, so let's make it free, says Temple's Sara ...|6
Sara Goldrick-Rab+Temple|www.esc.edu|Apr 2, 2019 ... Sara Goldrick-Rab, professor of Higher Education Policy at Temple University, Philadelphia, Pa. and the founder of the Hope Center for ...|https://www.esc.edu/news/around-college/2019/temple-university-professor-goldrick-rab-costs-of-college.php|2019: Temple University Professor Goldrick-Rab Costs of College ...|7
Sara Goldrick-Rab+Temple|www.inquirer.com|Dec 12, 2017 ... Sara Goldrick-Rab wants to help homeless, hungry and other low-income college students stay in school and afford their education.|https://www.inquirer.com/philly/education/temple-prof-donates-100000-help-students-20171212.html|Temple prof donates $100,000 prize to help struggling students|8
Sara Goldrick-Rab+Temple|www.insidehighered.com|Mar 8, 2016 ... Sara Goldrick-Rab announced online Monday night that she is leaving the University of Wisconsin at Madison for Temple University.|https://www.insidehighered.com/quicktakes/2016/03/08/sara-goldrick-rab-will-leave-wisconsin-temple|Sara Goldrick-Rab Will Leave Wisconsin for Temple|9
Sara Goldrick-Rab+Temple|www.civitaslearningspace.com|Apr 6, 2018 ... Wisconsin HOPE Lab Founder, Sara Goldrick-Rab, joined Civitas Learning Co-Founder and Chief Learning Officer, Mark Milliron, at Summit 2018 ...|https://www.civitaslearningspace.com/conversation-sara-goldrick-rab-professor-temple-university-founder-wisconsin-hope-lab/|A Conversation with Sara Goldrick-Rab, Professor, Temple ...|10
Sara Lawrence-Lightfoot+Harvard|www.gse.harvard.edu|Sara Lawrence-Lightfoot, a sociologist, examines the culture of schools, the broad ecology of education, and the relationship between human development and ...|https://www.gse.harvard.edu/faculty/sara-lawrence-lightfoot|Sara Lawrence-Lightfoot  Harvard Graduate School of Education|1
Sara Lawrence-Lightfoot+Harvard|en.wikipedia.org|In 1984, Lawrence-Lightfoot was awarded a MacArthur Fellowship, and in 1993, received Harvard's George Ledlie Prize for research that makes the most ...|https://en.wikipedia.org/wiki/Sara_Lawrence-Lightfoot|Sara Lawrence-Lightfoot - Wikipedia|2
Sara Lawrence-Lightfoot+Harvard|www.gse.harvard.edu|Apr 23, 2019 ... Professor Sara Lawrence-Lightfoot has spent her impressive career as an ... Lawrence-Lightfoot has been a valued member of the Harvard ...|https://www.gse.harvard.edu/news/19/04/tribute-sara-lawrence-lightfoot-portrait-educator|A Tribute to Sara Lawrence-Lightfoot: Portrait of an Educator ...|3
Sara Lawrence-Lightfoot+Harvard|www.saralawrencelightfoot.com|SARA LAWRENCE-LIGHTFOOT. ﻿As a portraitist, I am witness, archeologist, ... wendy_angus@gse.harvard.edu (617) 496-4802. Website designed by Lucio C.|http://www.saralawrencelightfoot.com/|SARA LAWRENCE-LIGHTFOOT - HOME|4
Sara Lawrence-Lightfoot+Harvard|www.youtube.com|Feb 1, 2017 ... Harvard Graduate School of Education Website: http://www.gse.harvard.edu Follow us on Instagram: ...|https://www.youtube.com/watch?v=zFAJYwQC6Sc|Sara Lawrence-Lightfoot: A Daughter's Portrait - YouTube|5
Sara Lawrence-Lightfoot+Harvard|news.harvard.edu|Apr 30, 2014 ... Photos by Stephanie Mitchell/Harvard Staff Photographer. Sara Lawrence-Lightfoot's lessons in resilience.|https://news.harvard.edu/gazette/story/2014/04/i-have-always-been-temperamentally-wired-to-carry-on/|'I have always been temperamentally wired to carry on' – Harvard ...|6
Sara Lawrence-Lightfoot+Harvard|www.youtube.com|Sep 16, 2019 ... Askwith Forums // Eve L. Ewing and Sara Lawrence-Lightfoot. Harvard Graduate School of Education. Loading... Unsubscribe from Harvard ...|https://www.youtube.com/watch?v=-HfHM6Bi1Ls|Askwith Forums // Eve L. Ewing and Sara Lawrence-Lightfoot ...|7
